name,comments,จำนวนคำ,ยอดไลค์,จำนวนการตอบกลับ,token,token_2g,token_3g,defind_cancer_with_nlp,defind_Genden_with_nlp,defind_Genden_with_python,defind_exp_with_python,beha,Treatment,label,symptoms_colcan_en,No symptoms identified,anxiety,fat,stress,week
fillname_29,"I had GD and just made sure to be very careful the days leading up to it, knowing I’d spike at the shower. My GD dietician told me they start getting concerned when you’re high at half your readings. Don’t cancel.",28,0,0,"['start', 'i', 'gd', 'made', 'sure', 'careful', 'days', 'leading', 'knowing', 'i', '’', 'spike', 'shower', 'my', 'gd', 'dietician', 'told', 'start', 'getting', 'concerned', '’', 'high', 'half', 'readings', 'don', '’', 'cancel', 'end']","['start i', 'i gd', 'gd made', 'made sure', 'sure careful', 'careful days', 'days leading', 'leading knowing', 'knowing i', 'i ’', '’ spike', 'spike shower', 'shower my', 'my gd', 'gd dietician', 'dietician told', 'told start', 'start getting', 'getting concerned', 'concerned ’', '’ high', 'high half', 'half readings', 'readings don', 'don ’', '’ cancel', 'cancel end']","['start i gd', 'i gd made', 'gd made sure', 'made sure careful', 'sure careful days', 'careful days leading', 'days leading knowing', 'leading knowing i', 'knowing i ’', 'i ’ spike', '’ spike shower', 'spike shower my', 'shower my gd', 'my gd dietician', 'gd dietician told', 'dietician told start', 'told start getting', 'start getting concerned', 'getting concerned ’', 'concerned ’ high', '’ high half', 'high half readings', 'half readings don', 'readings don ’', 'don ’ cancel', '’ cancel end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_3,"I wouldn't cancel -- the drive has nothing to do with it, just take some GD friendly snacks / food. Even if you don't change the menu, one silly day isn't going to do anything. I understand your anxiety though -- my mom passed from T2 so I felt like my world was ending with my diagnosis.",35,0,0,"['start', 'i', 'wouldnt', 'cancel', 'drive', 'nothing', 'take', 'gd', 'friendly', 'snacks', 'food', 'even', 'dont', 'change', 'menu', 'one', 'silly', 'day', 'isnt', 'going', 'anything', 'i', 'understand', 'anxiety', 'though', 'mom', 'passed', 't2', 'i', 'felt', 'like', 'world', 'ending', 'diagnosis', 'end']","['start i', 'i wouldnt', 'wouldnt cancel', 'cancel drive', 'drive nothing', 'nothing take', 'take gd', 'gd friendly', 'friendly snacks', 'snacks food', 'food even', 'even dont', 'dont change', 'change menu', 'menu one', 'one silly', 'silly day', 'day isnt', 'isnt going', 'going anything', 'anything i', 'i understand', 'understand anxiety', 'anxiety though', 'though mom', 'mom passed', 'passed t2', 't2 i', 'i felt', 'felt like', 'like world', 'world ending', 'ending diagnosis', 'diagnosis end']","['start i wouldnt', 'i wouldnt cancel', 'wouldnt cancel drive', 'cancel drive nothing', 'drive nothing take', 'nothing take gd', 'take gd friendly', 'gd friendly snacks', 'friendly snacks food', 'snacks food even', 'food even dont', 'even dont change', 'dont change menu', 'change menu one', 'menu one silly', 'one silly day', 'silly day isnt', 'day isnt going', 'isnt going anything', 'going anything i', 'anything i understand', 'i understand anxiety', 'understand anxiety though', 'anxiety though mom', 'though mom passed', 'mom passed t2', 'passed t2 i', 't2 i felt', 'i felt like', 'felt like world', 'like world ending', 'world ending diagnosis', 'ending diagnosis end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['anxiety'],0,1,0,0,0
fillname_30,"I had GDM at my baby shower. I made sure there was a veggie and dip platter, and ate a good breakfast beforehand. You can still have carbs/sugar - you just want fats and protein as well. Protein isn’t just meat - cheese, yoghurt and dairy products are good alternative sources. I tried to stick to things I knew I could eat but I did have a piece of the cake because I’d been looking forward to it for WEEKS. You’ll be okay!",53,0,0,"['start', 'i', 'gdm', 'baby', 'shower', 'i', 'made', 'sure', 'veggie', 'dip', 'platter', 'ate', 'good', 'breakfast', 'beforehand', 'you', 'still', 'carbssugar', 'want', 'fats', 'protein', 'well', 'protein', '’', 'meat', 'cheese', 'yoghurt', 'dairy', 'products', 'good', 'alternative', 'sources', 'i', 'tried', 'stick', 'things', 'i', 'knew', 'i', 'could', 'eat', 'i', 'piece', 'cake', 'i', '’', 'looking', 'forward', 'weeks', 'you', '’', 'okay', 'end']","['start i', 'i gdm', 'gdm baby', 'baby shower', 'shower i', 'i made', 'made sure', 'sure veggie', 'veggie dip', 'dip platter', 'platter ate', 'ate good', 'good breakfast', 'breakfast beforehand', 'beforehand you', 'you still', 'still carbssugar', 'carbssugar want', 'want fats', 'fats protein', 'protein well', 'well protein', 'protein ’', '’ meat', 'meat cheese', 'cheese yoghurt', 'yoghurt dairy', 'dairy products', 'products good', 'good alternative', 'alternative sources', 'sources i', 'i tried', 'tried stick', 'stick things', 'things i', 'i knew', 'knew i', 'i could', 'could eat', 'eat i', 'i piece', 'piece cake', 'cake i', 'i ’', '’ looking', 'looking forward', 'forward weeks', 'weeks you', 'you ’', '’ okay', 'okay end']","['start i gdm', 'i gdm baby', 'gdm baby shower', 'baby shower i', 'shower i made', 'i made sure', 'made sure veggie', 'sure veggie dip', 'veggie dip platter', 'dip platter ate', 'platter ate good', 'ate good breakfast', 'good breakfast beforehand', 'breakfast beforehand you', 'beforehand you still', 'you still carbssugar', 'still carbssugar want', 'carbssugar want fats', 'want fats protein', 'fats protein well', 'protein well protein', 'well protein ’', 'protein ’ meat', '’ meat cheese', 'meat cheese yoghurt', 'cheese yoghurt dairy', 'yoghurt dairy products', 'dairy products good', 'products good alternative', 'good alternative sources', 'alternative sources i', 'sources i tried', 'i tried stick', 'tried stick things', 'stick things i', 'things i knew', 'i knew i', 'knew i could', 'i could eat', 'could eat i', 'eat i piece', 'i piece cake', 'piece cake i', 'cake i ’', 'i ’ looking', '’ looking forward', 'looking forward weeks', 'forward weeks you', 'weeks you ’', 'you ’ okay', '’ okay end']",gdm,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_31,Also if you have people baking / making treats - there are sugar substitutes. I use monk fruit powder but you can also use xylitol (I wasn’t comfortable bringing it into the house because it’s toxic to dogs),25,0,0,"['start', 'also', 'people', 'baking', 'making', 'treats', 'sugar', 'substitutes', 'i', 'use', 'monk', 'fruit', 'powder', 'also', 'use', 'xylitol', 'i', '’', 'comfortable', 'bringing', 'house', '’', 'toxic', 'dogs', 'end']","['start also', 'also people', 'people baking', 'baking making', 'making treats', 'treats sugar', 'sugar substitutes', 'substitutes i', 'i use', 'use monk', 'monk fruit', 'fruit powder', 'powder also', 'also use', 'use xylitol', 'xylitol i', 'i ’', '’ comfortable', 'comfortable bringing', 'bringing house', 'house ’', '’ toxic', 'toxic dogs', 'dogs end']","['start also people', 'also people baking', 'people baking making', 'baking making treats', 'making treats sugar', 'treats sugar substitutes', 'sugar substitutes i', 'substitutes i use', 'i use monk', 'use monk fruit', 'monk fruit powder', 'fruit powder also', 'powder also use', 'also use xylitol', 'use xylitol i', 'xylitol i ’', 'i ’ comfortable', '’ comfortable bringing', 'comfortable bringing house', 'bringing house ’', 'house ’ toxic', '’ toxic dogs', 'toxic dogs end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_32,"Who is throwing it and would they be supportive of changing the menu? If so, talk to them and go!!! If not, explain your feelings and say you can’t at this time. During my GD, my friends and coworkers were the most incredibly supportive. They knew it was important to me to be as in control of the numbers as possible. Both sets (work and friends) separately threw me a shower with alllll GD-friendly food. My friends even made a keto-fruit cake (almond flour and stevia crust!) so I could still have baby shower “cake”. Family/ILs on the other hand….nah they would’ve been pretty unbendable and I would’ve deeply wanted to bow out. You can 100% still have a great baby shower with GD! It all depends on your support network…so reach out to them and see what they say!",83,0,0,"['start', 'who', 'throwing', 'would', 'supportive', 'changing', 'menu', 'if', 'talk', 'go', 'if', 'explain', 'feelings', 'say', '’', 'time', 'during', 'gd', 'friends', 'coworkers', 'incredibly', 'supportive', 'they', 'knew', 'important', 'control', 'numbers', 'possible', 'both', 'sets', 'work', 'friends', 'separately', 'threw', 'shower', 'alllll', 'gdfriendly', 'food', 'my', 'friends', 'even', 'made', 'ketofruit', 'cake', 'almond', 'flour', 'stevia', 'crust', 'i', 'could', 'still', 'baby', 'shower', '“', 'cake', '”', 'familyils', 'hand…nah', 'would', '’', 'pretty', 'unbendable', 'i', 'would', '’', 'deeply', 'wanted', 'bow', 'you', '100', 'still', 'great', 'baby', 'shower', 'gd', 'it', 'depends', 'support', 'network…so', 'reach', 'see', 'say', 'end']","['start who', 'who throwing', 'throwing would', 'would supportive', 'supportive changing', 'changing menu', 'menu if', 'if talk', 'talk go', 'go if', 'if explain', 'explain feelings', 'feelings say', 'say ’', '’ time', 'time during', 'during gd', 'gd friends', 'friends coworkers', 'coworkers incredibly', 'incredibly supportive', 'supportive they', 'they knew', 'knew important', 'important control', 'control numbers', 'numbers possible', 'possible both', 'both sets', 'sets work', 'work friends', 'friends separately', 'separately threw', 'threw shower', 'shower alllll', 'alllll gdfriendly', 'gdfriendly food', 'food my', 'my friends', 'friends even', 'even made', 'made ketofruit', 'ketofruit cake', 'cake almond', 'almond flour', 'flour stevia', 'stevia crust', 'crust i', 'i could', 'could still', 'still baby', 'baby shower', 'shower “', '“ cake', 'cake ”', '” familyils', 'familyils hand…nah', 'hand…nah would', 'would ’', '’ pretty', 'pretty unbendable', 'unbendable i', 'i would', 'would ’', '’ deeply', 'deeply wanted', 'wanted bow', 'bow you', 'you 100', '100 still', 'still great', 'great baby', 'baby shower', 'shower gd', 'gd it', 'it depends', 'depends support', 'support network…so', 'network…so reach', 'reach see', 'see say', 'say end']","['start who throwing', 'who throwing would', 'throwing would supportive', 'would supportive changing', 'supportive changing menu', 'changing menu if', 'menu if talk', 'if talk go', 'talk go if', 'go if explain', 'if explain feelings', 'explain feelings say', 'feelings say ’', 'say ’ time', '’ time during', 'time during gd', 'during gd friends', 'gd friends coworkers', 'friends coworkers incredibly', 'coworkers incredibly supportive', 'incredibly supportive they', 'supportive they knew', 'they knew important', 'knew important control', 'important control numbers', 'control numbers possible', 'numbers possible both', 'possible both sets', 'both sets work', 'sets work friends', 'work friends separately', 'friends separately threw', 'separately threw shower', 'threw shower alllll', 'shower alllll gdfriendly', 'alllll gdfriendly food', 'gdfriendly food my', 'food my friends', 'my friends even', 'friends even made', 'even made ketofruit', 'made ketofruit cake', 'ketofruit cake almond', 'cake almond flour', 'almond flour stevia', 'flour stevia crust', 'stevia crust i', 'crust i could', 'i could still', 'could still baby', 'still baby shower', 'baby shower “', 'shower “ cake', '“ cake ”', 'cake ” familyils', '” familyils hand…nah', 'familyils hand…nah would', 'hand…nah would ’', 'would ’ pretty', '’ pretty unbendable', 'pretty unbendable i', 'unbendable i would', 'i would ’', 'would ’ deeply', '’ deeply wanted', 'deeply wanted bow', 'wanted bow you', 'bow you 100', 'you 100 still', '100 still great', 'still great baby', 'great baby shower', 'baby shower gd', 'shower gd it', 'gd it depends', 'it depends support', 'depends support network…so', 'support network…so reach', 'network…so reach see', 'reach see say', 'see say end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_33,"Don’t cancel unless you never wanted the shower anyway and felt forced to agree to one. (That drive alone seems like a forced situation lol) Don’t regret a once in a life event because your numbers were bad with a concentrated dose of glucola. Highly unlikely that you will eat or drink that same amount in one sitting. Plus you will be armed with information on how to eat to minimize the spike. Enjoy the day if you have been looking forward to it, then keep the plans. There are lots of posts about snacks and meals that work for others with GD. I think I ate my weight in guacamole with veggies, almond chips, and some tortilla chips and then had cake. As others commented there are a lot of options. My shower hostess also graciously made a batch of almond flour cupcakes with an egg white maple syrup frosting that were so good and didn’t trigger a spike at all. I ate a couple for breakfast the next day. There are options and you have time to adjust the plan. But if you never wanted the shower then go ahead and cancel! Life is too short to take on that drive and social niceties to be miserable",120,0,0,"['start', 'don', '’', 'cancel', 'unless', 'never', 'wanted', 'shower', 'anyway', 'felt', 'forced', 'agree', 'one', 'that', 'drive', 'alone', 'seems', 'like', 'forced', 'situation', 'lol', 'don', '’', 'regret', 'life', 'event', 'numbers', 'bad', 'concentrated', 'dose', 'glucola', 'highly', 'unlikely', 'eat', 'drink', 'amount', 'one', 'sitting', 'plus', 'armed', 'information', 'eat', 'minimize', 'spike', 'enjoy', 'day', 'looking', 'forward', 'keep', 'plans', 'there', 'lots', 'posts', 'snacks', 'meals', 'work', 'others', 'gd', 'i', 'think', 'i', 'ate', 'weight', 'guacamole', 'veggies', 'almond', 'chips', 'tortilla', 'chips', 'cake', 'as', 'others', 'commented', 'lot', 'options', 'my', 'shower', 'hostess', 'also', 'graciously', 'made', 'batch', 'almond', 'flour', 'cupcakes', 'egg', 'white', 'maple', 'syrup', 'frosting', 'good', '’', 'trigger', 'spike', 'i', 'ate', 'couple', 'breakfast', 'next', 'day', 'there', 'options', 'time', 'adjust', 'plan', 'but', 'never', 'wanted', 'shower', 'go', 'ahead', 'cancel', 'life', 'short', 'take', 'drive', 'social', 'niceties', 'miserable', 'end']","['start don', 'don ’', '’ cancel', 'cancel unless', 'unless never', 'never wanted', 'wanted shower', 'shower anyway', 'anyway felt', 'felt forced', 'forced agree', 'agree one', 'one that', 'that drive', 'drive alone', 'alone seems', 'seems like', 'like forced', 'forced situation', 'situation lol', 'lol don', 'don ’', '’ regret', 'regret life', 'life event', 'event numbers', 'numbers bad', 'bad concentrated', 'concentrated dose', 'dose glucola', 'glucola highly', 'highly unlikely', 'unlikely eat', 'eat drink', 'drink amount', 'amount one', 'one sitting', 'sitting plus', 'plus armed', 'armed information', 'information eat', 'eat minimize', 'minimize spike', 'spike enjoy', 'enjoy day', 'day looking', 'looking forward', 'forward keep', 'keep plans', 'plans there', 'there lots', 'lots posts', 'posts snacks', 'snacks meals', 'meals work', 'work others', 'others gd', 'gd i', 'i think', 'think i', 'i ate', 'ate weight', 'weight guacamole', 'guacamole veggies', 'veggies almond', 'almond chips', 'chips tortilla', 'tortilla chips', 'chips cake', 'cake as', 'as others', 'others commented', 'commented lot', 'lot options', 'options my', 'my shower', 'shower hostess', 'hostess also', 'also graciously', 'graciously made', 'made batch', 'batch almond', 'almond flour', 'flour cupcakes', 'cupcakes egg', 'egg white', 'white maple', 'maple syrup', 'syrup frosting', 'frosting good', 'good ’', '’ trigger', 'trigger spike', 'spike i', 'i ate', 'ate couple', 'couple breakfast', 'breakfast next', 'next day', 'day there', 'there options', 'options time', 'time adjust', 'adjust plan', 'plan but', 'but never', 'never wanted', 'wanted shower', 'shower go', 'go ahead', 'ahead cancel', 'cancel life', 'life short', 'short take', 'take drive', 'drive social', 'social niceties', 'niceties miserable', 'miserable end']","['start don ’', 'don ’ cancel', '’ cancel unless', 'cancel unless never', 'unless never wanted', 'never wanted shower', 'wanted shower anyway', 'shower anyway felt', 'anyway felt forced', 'felt forced agree', 'forced agree one', 'agree one that', 'one that drive', 'that drive alone', 'drive alone seems', 'alone seems like', 'seems like forced', 'like forced situation', 'forced situation lol', 'situation lol don', 'lol don ’', 'don ’ regret', '’ regret life', 'regret life event', 'life event numbers', 'event numbers bad', 'numbers bad concentrated', 'bad concentrated dose', 'concentrated dose glucola', 'dose glucola highly', 'glucola highly unlikely', 'highly unlikely eat', 'unlikely eat drink', 'eat drink amount', 'drink amount one', 'amount one sitting', 'one sitting plus', 'sitting plus armed', 'plus armed information', 'armed information eat', 'information eat minimize', 'eat minimize spike', 'minimize spike enjoy', 'spike enjoy day', 'enjoy day looking', 'day looking forward', 'looking forward keep', 'forward keep plans', 'keep plans there', 'plans there lots', 'there lots posts', 'lots posts snacks', 'posts snacks meals', 'snacks meals work', 'meals work others', 'work others gd', 'others gd i', 'gd i think', 'i think i', 'think i ate', 'i ate weight', 'ate weight guacamole', 'weight guacamole veggies', 'guacamole veggies almond', 'veggies almond chips', 'almond chips tortilla', 'chips tortilla chips', 'tortilla chips cake', 'chips cake as', 'cake as others', 'as others commented', 'others commented lot', 'commented lot options', 'lot options my', 'options my shower', 'my shower hostess', 'shower hostess also', 'hostess also graciously', 'also graciously made', 'graciously made batch', 'made batch almond', 'batch almond flour', 'almond flour cupcakes', 'flour cupcakes egg', 'cupcakes egg white', 'egg white maple', 'white maple syrup', 'maple syrup frosting', 'syrup frosting good', 'frosting good ’', 'good ’ trigger', '’ trigger spike', 'trigger spike i', 'spike i ate', 'i ate couple', 'ate couple breakfast', 'couple breakfast next', 'breakfast next day', 'next day there', 'day there options', 'there options time', 'options time adjust', 'time adjust plan', 'adjust plan but', 'plan but never', 'but never wanted', 'never wanted shower', 'wanted shower go', 'shower go ahead', 'go ahead cancel', 'ahead cancel life', 'cancel life short', 'life short take', 'short take drive', 'take drive social', 'drive social niceties', 'social niceties miserable', 'niceties miserable end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_34,"Yeah, good spot. It’s not quite forced but it’s not what I’d do in an ideal world. I am less excited about the shower bc it is so far away but did feel pressure from my family for it! But also this is the last time I’ll see a lot of work colleagues. So I’m torn!",38,0,0,"['start', 'yeah', 'good', 'spot', 'it', '’', 'quite', 'forced', '’', 'i', '’', 'ideal', 'world', 'i', 'less', 'excited', 'shower', 'bc', 'far', 'away', 'feel', 'pressure', 'family', 'but', 'also', 'last', 'time', 'i', '’', 'see', 'lot', 'work', 'colleagues', 'so', 'i', '’', 'torn', 'end']","['start yeah', 'yeah good', 'good spot', 'spot it', 'it ’', '’ quite', 'quite forced', 'forced ’', '’ i', 'i ’', '’ ideal', 'ideal world', 'world i', 'i less', 'less excited', 'excited shower', 'shower bc', 'bc far', 'far away', 'away feel', 'feel pressure', 'pressure family', 'family but', 'but also', 'also last', 'last time', 'time i', 'i ’', '’ see', 'see lot', 'lot work', 'work colleagues', 'colleagues so', 'so i', 'i ’', '’ torn', 'torn end']","['start yeah good', 'yeah good spot', 'good spot it', 'spot it ’', 'it ’ quite', '’ quite forced', 'quite forced ’', 'forced ’ i', '’ i ’', 'i ’ ideal', '’ ideal world', 'ideal world i', 'world i less', 'i less excited', 'less excited shower', 'excited shower bc', 'shower bc far', 'bc far away', 'far away feel', 'away feel pressure', 'feel pressure family', 'pressure family but', 'family but also', 'but also last', 'also last time', 'last time i', 'time i ’', 'i ’ see', '’ see lot', 'see lot work', 'lot work colleagues', 'work colleagues so', 'colleagues so i', 'so i ’', 'i ’ torn', '’ torn end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_35,I had GD and I didn’t cancel. Why would you cancel? Just eat a protein filled meal. No biggy. Don’t eat the cake or have a bite or two. It’s not the end all be all. You’re gonna be okay ❤️,32,0,0,"['start', 'i', 'gd', 'i', '’', 'cancel', 'why', 'would', 'cancel', 'just', 'eat', 'protein', 'filled', 'meal', 'no', 'biggy', 'don', '’', 'eat', 'cake', 'bite', 'two', 'it', '’', 'end', 'you', '’', 'gon', 'na', 'okay', '❤️', 'end']","['start i', 'i gd', 'gd i', 'i ’', '’ cancel', 'cancel why', 'why would', 'would cancel', 'cancel just', 'just eat', 'eat protein', 'protein filled', 'filled meal', 'meal no', 'no biggy', 'biggy don', 'don ’', '’ eat', 'eat cake', 'cake bite', 'bite two', 'two it', 'it ’', '’ end', 'end you', 'you ’', '’ gon', 'gon na', 'na okay', 'okay ❤️', '❤️ end']","['start i gd', 'i gd i', 'gd i ’', 'i ’ cancel', '’ cancel why', 'cancel why would', 'why would cancel', 'would cancel just', 'cancel just eat', 'just eat protein', 'eat protein filled', 'protein filled meal', 'filled meal no', 'meal no biggy', 'no biggy don', 'biggy don ’', 'don ’ eat', '’ eat cake', 'eat cake bite', 'cake bite two', 'bite two it', 'two it ’', 'it ’ end', '’ end you', 'end you ’', 'you ’ gon', '’ gon na', 'gon na okay', 'na okay ❤️', 'okay ❤️ end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_36,Please don’t cancel it. My OB said I can have a day like my baby shower and eat what I want - and it wouldn’t hurt me or the baby.,19,0,0,"['start', 'please', '’', 'cancel', 'my', 'ob', 'said', 'i', 'day', 'like', 'baby', 'shower', 'eat', 'i', 'want', '’', 'hurt', 'baby', 'end']","['start please', 'please ’', '’ cancel', 'cancel my', 'my ob', 'ob said', 'said i', 'i day', 'day like', 'like baby', 'baby shower', 'shower eat', 'eat i', 'i want', 'want ’', '’ hurt', 'hurt baby', 'baby end']","['start please ’', 'please ’ cancel', '’ cancel my', 'cancel my ob', 'my ob said', 'ob said i', 'said i day', 'i day like', 'day like baby', 'like baby shower', 'baby shower eat', 'shower eat i', 'eat i want', 'i want ’', 'want ’ hurt', '’ hurt baby', 'hurt baby end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_37,"Don’t cancel it! I repeat: do not cancel!! You’re in the “oh shit” phase and it will pass. You have two weeks to decide how you want to go about eating at the shower. You can stick with the charcuterie and have no spike at all. You can pre-load a lot of protein and still have a cupcake, hoping for the best. I’ve also seen women who decided it’s only one meal, one spike is ok. I personally wouldn’t have like 3 cup cakes but also please know that one meal will not harm baby. It’s the continual fluctuations that might. Get a game plan that you feel good about and enjoy your day!! You got this!!",76,0,0,"['start', 'don', '’', 'cancel', 'i', 'repeat', 'cancel', 'you', '’', '“', 'oh', 'shit', '”', 'phase', 'pass', 'you', 'two', 'weeks', 'decide', 'want', 'go', 'eating', 'shower', 'you', 'stick', 'charcuterie', 'spike', 'you', 'preload', 'lot', 'protein', 'still', 'cupcake', 'hoping', 'best', 'i', '’', 'also', 'seen', 'women', 'decided', '’', 'one', 'meal', 'one', 'spike', 'ok', 'i', 'personally', '’', 'like', '3', 'cup', 'cakes', 'also', 'please', 'know', 'one', 'meal', 'harm', 'baby', 'it', '’', 'continual', 'fluctuations', 'might', 'get', 'game', 'plan', 'feel', 'good', 'enjoy', 'day', 'you', 'got', 'end']","['start don', 'don ’', '’ cancel', 'cancel i', 'i repeat', 'repeat cancel', 'cancel you', 'you ’', '’ “', '“ oh', 'oh shit', 'shit ”', '” phase', 'phase pass', 'pass you', 'you two', 'two weeks', 'weeks decide', 'decide want', 'want go', 'go eating', 'eating shower', 'shower you', 'you stick', 'stick charcuterie', 'charcuterie spike', 'spike you', 'you preload', 'preload lot', 'lot protein', 'protein still', 'still cupcake', 'cupcake hoping', 'hoping best', 'best i', 'i ’', '’ also', 'also seen', 'seen women', 'women decided', 'decided ’', '’ one', 'one meal', 'meal one', 'one spike', 'spike ok', 'ok i', 'i personally', 'personally ’', '’ like', 'like 3', '3 cup', 'cup cakes', 'cakes also', 'also please', 'please know', 'know one', 'one meal', 'meal harm', 'harm baby', 'baby it', 'it ’', '’ continual', 'continual fluctuations', 'fluctuations might', 'might get', 'get game', 'game plan', 'plan feel', 'feel good', 'good enjoy', 'enjoy day', 'day you', 'you got', 'got end']","['start don ’', 'don ’ cancel', '’ cancel i', 'cancel i repeat', 'i repeat cancel', 'repeat cancel you', 'cancel you ’', 'you ’ “', '’ “ oh', '“ oh shit', 'oh shit ”', 'shit ” phase', '” phase pass', 'phase pass you', 'pass you two', 'you two weeks', 'two weeks decide', 'weeks decide want', 'decide want go', 'want go eating', 'go eating shower', 'eating shower you', 'shower you stick', 'you stick charcuterie', 'stick charcuterie spike', 'charcuterie spike you', 'spike you preload', 'you preload lot', 'preload lot protein', 'lot protein still', 'protein still cupcake', 'still cupcake hoping', 'cupcake hoping best', 'hoping best i', 'best i ’', 'i ’ also', '’ also seen', 'also seen women', 'seen women decided', 'women decided ’', 'decided ’ one', '’ one meal', 'one meal one', 'meal one spike', 'one spike ok', 'spike ok i', 'ok i personally', 'i personally ’', 'personally ’ like', '’ like 3', 'like 3 cup', '3 cup cakes', 'cup cakes also', 'cakes also please', 'also please know', 'please know one', 'know one meal', 'one meal harm', 'meal harm baby', 'harm baby it', 'baby it ’', 'it ’ continual', '’ continual fluctuations', 'continual fluctuations might', 'fluctuations might get', 'might get game', 'get game plan', 'game plan feel', 'plan feel good', 'feel good enjoy', 'good enjoy day', 'enjoy day you', 'day you got', 'you got end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
